query_id,r1_recall@5,r1_recall@10,r1_recall@15,r2_recall@5,r2_recall@10,r2_recall@15
0,1.0,1.0,1.0,0.25,0.75,1.0
1,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0
2,1.0,1.0,1.0,0.3333333333333333,0.8333333333333334,1.0
3,1.0,1.0,1.0,0.5,0.5,1.0
4,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0
5,0.5,0.75,1.0,0.3333333333333333,0.8333333333333334,1.0
